timestamp,CN2-37(Gear tooth FR)[mm/s],CN2-27(Gear tooth FL)[mm/s],Difference(FR-FL)[mm/s],Error((FR-FL)/FR)[%],CN2-17(Gear tooth RR)[mm/s],CN2-7(Gear tooth RL)[mm/s],Difference(RR-RL)[mm/s],Error((RR-RL)/RR)[%],
28292,6357,5779,578,9.092,5932,5896,36,0.607,
28294,5779,5779,0,0.000,5896,5842,54,0.916,
28296,5779,5779,0,0.000,5824,5770,54,0.927,
28298,5779,5779,0,0.000,5751,5715,36,0.626,
28300,5779,5779,0,0.000,5715,5661,54,0.945,
28302,5779,5779,0,0.000,5661,5661,0,0.000,
28304,5779,5779,0,0.000,5679,5697,-18,-0.317,
28306,5779,5779,0,0.000,5697,5733,-36,-0.632,
28308,5201,5779,-578,-11.113,5697,5697,0,0.000,
28310,5779,5779,0,0.000,5643,5679,-36,-0.638,
28312,5779,5779,0,0.000,5589,5607,-18,-0.322,
28314,5779,5779,0,0.000,5516,5498,18,0.326,
28316,5779,5779,0,0.000,5462,5462,0,0.000,
28318,5201,5201,0,0.000,5462,5462,0,0.000,
28320,5779,5201,578,10.002,5516,5553,-37,-0.671,
28322,5779,5779,0,0.000,5589,5625,-36,-0.644,
28324,5779,5201,578,10.002,5643,5661,-18,-0.319,
28326,5779,5779,0,0.000,5589,5643,-54,-0.966,
28328,5201,5779,-578,-11.113,5480,5571,-91,-1.661,
28330,5201,5201,0,0.000,5408,5534,-126,-2.330,
28332,5201,5779,-578,-11.113,5408,5516,-108,-1.997,
28334,5779,5201,578,10.002,5444,5516,-72,-1.323,
28336,5779,5201,578,10.002,5480,5553,-73,-1.332,
28338,5779,5779,0,0.000,5553,5589,-36,-0.648,
28340,5201,5201,0,0.000,5607,5607,0,0.000,
28342,5779,5201,578,10.002,5643,5625,18,0.319,
28344,5779,5201,578,10.002,5589,5607,-18,-0.322,
28346,5201,5201,0,0.000,5498,5534,-36,-0.655,
28348,5779,5779,0,0.000,5444,5498,-54,-0.992,
28350,5779,5201,578,10.002,5408,5462,-54,-0.999,
28352,5201,5201,0,0.000,5426,5462,-36,-0.663,
28354,5201,5201,0,0.000,5444,5444,0,0.000,
28356,5779,5779,0,0.000,5516,5516,0,0.000,
28358,5779,5201,578,10.002,5589,5607,-18,-0.322,
28360,5201,5779,-578,-11.113,5625,5643,-18,-0.320,
28362,5201,5779,-578,-11.113,5589,5571,18,0.322,
28364,5201,5779,-578,-11.113,5480,5462,18,0.328,
28366,5201,5779,-578,-11.113,5444,5444,0,0.000,
28368,5779,5201,578,10.002,5462,5480,-18,-0.330,
28370,5201,5779,-578,-11.113,5498,5498,0,0.000,
28372,5201,5779,-578,-11.113,5498,5553,-55,-1.000,
28374,5201,5201,0,0.000,5534,5589,-55,-0.994,
28376,5201,5779,-578,-11.113,5553,5589,-36,-0.648,
28378,5201,5779,-578,-11.113,5571,5589,-18,-0.323,
28380,5201,5779,-578,-11.113,5516,5553,-37,-0.671,
28382,5201,5779,-578,-11.113,5498,5516,-18,-0.327,
28384,5201,5779,-578,-11.113,5444,5480,-36,-0.661,
28386,5201,5779,-578,-11.113,5462,5498,-36,-0.659,
28388,5779,5779,0,0.000,5480,5498,-18,-0.328,
28390,5201,5201,0,0.000,5516,5534,-18,-0.326,
28392,5201,5201,0,0.000,5534,5553,-19,-0.343,
28394,5201,5779,-578,-11.113,5571,5571,0,0.000,
28396,5779,5779,0,0.000,5589,5516,73,1.306,
28398,5779,5779,0,0.000,5571,5516,55,0.987,
28400,5779,5779,0,0.000,5534,5516,18,0.325,
28402,5779,5779,0,0.000,5516,5480,36,0.653,
28404,5201,5201,0,0.000,5571,5534,37,0.664,
28406,5201,5779,-578,-11.113,5571,5553,18,0.323,
28408,5779,5779,0,0.000,5589,5607,-18,-0.322,
28410,5201,5779,-578,-11.113,5607,5625,-18,-0.321,
28412,5201,5779,-578,-11.113,5589,5625,-36,-0.644,
28414,5779,5779,0,0.000,5571,5625,-54,-0.969,
28416,5779,5779,0,0.000,5571,5625,-54,-0.969,
28418,5779,5779,0,0.000,5589,5607,-18,-0.322,
28420,5779,5201,578,10.002,5607,5625,-18,-0.321,
28422,5779,5779,0,0.000,5607,5643,-36,-0.642,
28424,5201,5201,0,0.000,5643,5661,-18,-0.319,
28426,5779,5779,0,0.000,5643,5679,-36,-0.638,
28428,5201,5779,-578,-11.113,5679,5697,-18,-0.317,
28430,5779,5779,0,0.000,5643,5679,-36,-0.638,
28432,5779,5779,0,0.000,5643,5643,0,0.000,
28434,5779,5779,0,0.000,5643,5661,-18,-0.319,
28436,5201,5779,-578,-11.113,5661,5661,0,0.000,
28438,5779,5779,0,0.000,5697,5697,0,0.000,
28440,5779,5779,0,0.000,5733,5733,0,0.000,
28442,5779,5779,0,0.000,5770,5770,0,0.000,
28444,5779,5779,0,0.000,5788,5788,0,0.000,
28446,5779,5779,0,0.000,5806,5824,-18,-0.310,
28448,5779,5779,0,0.000,5824,5860,-36,-0.618,
28450,5779,5779,0,0.000,5806,5878,-72,-1.240,
28452,5779,5779,0,0.000,5788,5878,-90,-1.555,
28454,5779,5779,0,0.000,5824,5896,-72,-1.236,
28456,5779,6357,-578,-10.002,5860,5896,-36,-0.614,
28458,5779,5779,0,0.000,5860,5896,-36,-0.614,
28460,5779,5779,0,0.000,5788,5824,-36,-0.622,
28462,5779,5779,0,0.000,5806,5770,36,0.620,
28464,6357,5779,578,9.092,5842,5806,36,0.616,
28466,5779,5779,0,0.000,5842,5770,72,1.232,
28468,5779,5779,0,0.000,5788,5697,91,1.572,
28470,5779,5201,578,10.002,5751,5625,126,2.191,
28472,5779,5779,0,0.000,5715,5643,72,1.260,
28474,5779,6357,-578,-10.002,5788,5715,73,1.261,
28476,6357,5779,578,9.092,5806,5751,55,0.947,
28478,5779,5779,0,0.000,5824,5788,36,0.618,
28480,5779,6357,-578,-10.002,5770,5733,37,0.641,
28482,5779,5779,0,0.000,5625,5607,18,0.320,
28484,5779,5779,0,0.000,5553,5589,-36,-0.648,
28486,5201,5779,-578,-11.113,5553,5607,-54,-0.972,
28488,5779,5201,578,10.002,5625,5643,-18,-0.320,
28490,5779,5779,0,0.000,5661,5643,18,0.318,
28492,5779,5779,0,0.000,5697,5661,36,0.632,
28494,5779,5779,0,0.000,5661,5607,54,0.954,
28496,5201,5779,-578,-11.113,5643,5571,72,1.276,
28498,5779,5779,0,0.000,5571,5589,-18,-0.323,
28500,5779,5779,0,0.000,5553,5589,-36,-0.648,
28502,5779,5201,578,10.002,5534,5589,-55,-0.994,
28504,5779,5779,0,0.000,5571,5553,18,0.323,
28506,5779,5779,0,0.000,5571,5534,37,0.664,
28508,5779,5779,0,0.000,5571,5553,18,0.323,
28510,5201,5779,-578,-11.113,5607,5589,18,0.321,
28512,5201,5779,-578,-11.113,5625,5607,18,0.320,
28514,5779,5779,0,0.000,5643,5625,18,0.319,
28516,5779,5779,0,0.000,5625,5571,54,0.960,
28518,5201,5201,0,0.000,5589,5516,73,1.306,
28520,5779,5201,578,10.002,5607,5553,54,0.963,
28522,5779,5779,0,0.000,5625,5571,54,0.960,
28524,5779,5201,578,10.002,5661,5589,72,1.272,
28526,5779,5201,578,10.002,5679,5625,54,0.951,
28528,5779,5779,0,0.000,5697,5643,54,0.948,
28530,5779,5201,578,10.002,5697,5625,72,1.264,
28532,5779,5779,0,0.000,5643,5607,36,0.638,
28534,5779,5779,0,0.000,5715,5643,72,1.260,
28536,5779,5779,0,0.000,5770,5643,127,2.201,
28538,5779,5779,0,0.000,5788,5607,181,3.127,
28540,5201,5201,0,0.000,5733,5571,162,2.826,
28542,5779,5779,0,0.000,5697,5589,108,1.896,
28544,5779,5201,578,10.002,5697,5625,72,1.264,
28546,5779,5779,0,0.000,5715,5679,36,0.630,
28548,5779,5201,578,10.002,5751,5715,36,0.626,
28550,5779,5779,0,0.000,5788,5715,73,1.261,
28552,5779,5201,578,10.002,5806,5625,181,3.117,
28554,5779,5779,0,0.000,5824,5625,199,3.417,
28556,5779,5779,0,0.000,5860,5643,217,3.703,
28558,5779,5779,0,0.000,5860,5697,163,2.782,
28560,5779,5779,0,0.000,5914,5788,126,2.131,
28562,5779,5779,0,0.000,5914,5806,108,1.826,
28564,6357,5779,578,9.092,5932,5824,108,1.821,
28566,5779,5779,0,0.000,5842,5788,54,0.924,
28568,5779,5779,0,0.000,5806,5770,36,0.620,
28570,5779,5779,0,0.000,5715,5697,18,0.315,
28572,5779,5779,0,0.000,5715,5697,18,0.315,
28574,5779,5779,0,0.000,5788,5770,18,0.311,
28576,5201,5779,-578,-11.113,5824,5806,18,0.309,
28578,5779,5779,0,0.000,5878,5806,72,1.225,
28580,5779,5779,0,0.000,5788,5770,18,0.311,
28582,5779,5779,0,0.000,5715,5733,-18,-0.315,
28584,5779,5779,0,0.000,5697,5661,36,0.632,
28586,5779,5779,0,0.000,5661,5625,36,0.636,
28588,5779,5779,0,0.000,5643,5625,18,0.319,
28590,5201,5201,0,0.000,5571,5607,-36,-0.646,
28592,5779,5779,0,0.000,5553,5589,-36,-0.648,
28594,5779,5201,578,10.002,5589,5571,18,0.322,
28596,5779,5779,0,0.000,5661,5589,72,1.272,
28598,5779,5779,0,0.000,5770,5625,145,2.513,
28600,5779,5779,0,0.000,5806,5607,199,3.427,
28602,5779,5779,0,0.000,5788,5534,254,4.388,
28604,5779,5779,0,0.000,5697,5480,217,3.809,
28606,5201,5201,0,0.000,5589,5426,163,2.916,
28608,5779,5779,0,0.000,5571,5426,145,2.603,
28610,5201,5779,-578,-11.113,5625,5516,109,1.938,
28612,5779,5779,0,0.000,5751,5661,90,1.565,
28614,5779,5779,0,0.000,5824,5733,91,1.562,
28616,5779,5779,0,0.000,5842,5751,91,1.558,
28618,5779,5779,0,0.000,5824,5715,109,1.872,
28620,5779,5779,0,0.000,5751,5679,72,1.252,
28622,5779,5779,0,0.000,5715,5607,108,1.890,
28624,5779,5201,578,10.002,5733,5534,199,3.471,
28626,5779,5201,578,10.002,5697,5516,181,3.177,
28628,5779,5779,0,0.000,5733,5571,162,2.826,
28630,5779,5779,0,0.000,5788,5679,109,1.883,
28632,5779,5779,0,0.000,5860,5770,90,1.536,
28634,5779,5779,0,0.000,5896,5824,72,1.221,
28636,5779,5779,0,0.000,5878,5770,108,1.837,
28638,5779,5779,0,0.000,5860,5661,199,3.396,
28640,5779,5779,0,0.000,5788,5625,163,2.816,
28642,5779,5779,0,0.000,5788,5643,145,2.505,
28644,6357,5779,578,9.092,5842,5715,127,2.174,
28646,5779,5779,0,0.000,5914,5788,126,2.131,
28648,5779,5779,0,0.000,5950,5824,126,2.118,
28650,5779,5779,0,0.000,5987,5824,163,2.723,
28652,5779,5779,0,0.000,5950,5806,144,2.420,
28654,6357,5779,578,9.092,5842,5788,54,0.924,
28656,5779,5779,0,0.000,5770,5770,0,0.000,
28658,5779,6357,-578,-10.002,5824,5770,54,0.927,
28660,6357,5779,578,9.092,5896,5824,72,1.221,
28662,5779,5779,0,0.000,5896,5770,126,2.137,
28664,6357,5779,578,9.092,5896,5733,163,2.765,
28666,5779,5779,0,0.000,5842,5715,127,2.174,
28668,5779,5779,0,0.000,5788,5751,37,0.639,
28670,5779,5779,0,0.000,5788,5733,55,0.950,
28672,5779,5779,0,0.000,5824,5715,109,1.872,
28674,5779,5779,0,0.000,5842,5715,127,2.174,
28676,5779,5201,578,10.002,5860,5697,163,2.782,
28678,5779,5779,0,0.000,5860,5715,145,2.474,
28680,5779,5779,0,0.000,5842,5715,127,2.174,
28682,5779,5779,0,0.000,5751,5679,72,1.252,
28684,5779,5779,0,0.000,5770,5625,145,2.513,
28686,5779,5779,0,0.000,5751,5607,144,2.504,
28688,5779,5779,0,0.000,5715,5589,126,2.205,
28690,5779,5779,0,0.000,5697,5589,108,1.896,
28692,5779,5201,578,10.002,5715,5571,144,2.520,
28694,6357,5779,578,9.092,5715,5589,126,2.205,
28696,5779,5779,0,0.000,5770,5607,163,2.825,
28698,6357,5779,578,9.092,5806,5607,199,3.427,
28700,5779,5779,0,0.000,5878,5607,271,4.610,
28702,5779,5779,0,0.000,5824,5534,290,4.979,
28704,5779,5779,0,0.000,5751,5480,271,4.712,
28706,5779,5201,578,10.002,5679,5426,253,4.455,
28708,5779,5201,578,10.002,5643,5408,235,4.164,
28710,5779,5201,578,10.002,5697,5444,253,4.441,
28712,5779,5779,0,0.000,5751,5516,235,4.086,
28714,5779,5201,578,10.002,5824,5571,253,4.344,
28716,5779,5779,0,0.000,5896,5589,307,5.207,
28718,5779,5201,578,10.002,5860,5571,289,4.932,
28720,5779,5779,0,0.000,5806,5516,290,4.995,
28722,5779,5201,578,10.002,5697,5444,253,4.441,
28724,5201,5201,0,0.000,5643,5390,253,4.483,
28726,5779,5201,578,10.002,5625,5390,235,4.178,
28728,5779,5779,0,0.000,5697,5462,235,4.125,
28730,5779,5201,578,10.002,5733,5553,180,3.140,
28732,5779,5779,0,0.000,5788,5661,127,2.194,
28734,5779,5201,578,10.002,5733,5607,126,2.198,
28736,5779,5779,0,0.000,5679,5589,90,1.585,
28738,5779,5201,578,10.002,5661,5571,90,1.590,
28740,5779,5779,0,0.000,5643,5553,90,1.595,
28742,5201,5779,-578,-11.113,5607,5534,73,1.302,
28744,5779,5779,0,0.000,5589,5516,73,1.306,
28746,5201,5201,0,0.000,5516,5498,18,0.326,
28748,5779,5201,578,10.002,5534,5516,18,0.325,
28750,5779,5201,578,10.002,5571,5553,18,0.323,
28752,5779,5779,0,0.000,5643,5571,72,1.276,
28754,5779,5201,578,10.002,5661,5534,127,2.243,
28756,5779,5201,578,10.002,5589,5480,109,1.950,
28758,5201,5201,0,0.000,5571,5480,91,1.633,
28760,5779,5201,578,10.002,5589,5462,127,2.272,
28762,5201,5201,0,0.000,5571,5462,109,1.957,
28764,5201,5201,0,0.000,5571,5480,91,1.633,
28766,5779,5779,0,0.000,5571,5462,109,1.957,
28768,5201,5201,0,0.000,5571,5462,109,1.957,
28770,5201,5779,-578,-11.113,5571,5516,55,0.987,
28772,5201,5779,-578,-11.113,5571,5516,55,0.987,
28774,5779,5779,0,0.000,5553,5498,55,0.990,
28776,5779,5779,0,0.000,5516,5498,18,0.326,
28778,5201,5779,-578,-11.113,5534,5480,54,0.976,
28780,5201,5201,0,0.000,5571,5480,91,1.633,
28782,5779,5201,578,10.002,5625,5498,127,2.258,
28784,5779,5201,578,10.002,5679,5553,126,2.219,
28786,5779,5779,0,0.000,5715,5607,108,1.890,
28788,5779,5779,0,0.000,5751,5625,126,2.191,
28790,5779,5201,578,10.002,5770,5625,145,2.513,
28792,5779,5201,578,10.002,5751,5571,180,3.130,
28794,5779,5201,578,10.002,5661,5498,163,2.879,
28796,5779,5779,0,0.000,5553,5408,145,2.611,
28798,5779,5779,0,0.000,5625,5426,199,3.538,
28800,5201,5779,-578,-11.113,5697,5444,253,4.441,
28802,5779,5201,578,10.002,5697,5480,217,3.809,
28804,5779,5779,0,0.000,5697,5498,199,3.493,
28806,5779,5779,0,0.000,5643,5498,145,2.570,
28808,5779,5201,578,10.002,5661,5553,108,1.908,
28810,5779,5201,578,10.002,5625,5571,54,0.960,
28812,5779,5779,0,0.000,5553,5534,19,0.342,
28814,5779,5779,0,0.000,5516,5462,54,0.979,
28816,5201,5201,0,0.000,5462,5444,18,0.330,
28818,5779,5779,0,0.000,5480,5498,-18,-0.328,
28820,5779,5779,0,0.000,5571,5625,-54,-0.969,
28822,5779,5779,0,0.000,5643,5697,-54,-0.957,
28824,5201,5779,-578,-11.113,5625,5697,-72,-1.280,
28826,5201,5201,0,0.000,5589,5589,0,0.000,
28828,5201,5779,-578,-11.113,5571,5498,73,1.310,
28830,5779,5779,0,0.000,5589,5534,55,0.984,
28832,5779,5779,0,0.000,5607,5625,-18,-0.321,
28834,5779,5201,578,10.002,5661,5697,-36,-0.636,
28836,5779,5779,0,0.000,5697,5733,-36,-0.632,
28838,5779,5779,0,0.000,5733,5770,-37,-0.645,
28840,5779,5779,0,0.000,5770,5788,-18,-0.312,
28842,5779,5201,578,10.002,5733,5715,18,0.314,
28844,5779,5779,0,0.000,5679,5679,0,0.000,
28846,5779,5779,0,0.000,5607,5625,-18,-0.321,
28848,5201,5779,-578,-11.113,5534,5553,-19,-0.343,
28850,5779,5779,0,0.000,5607,5625,-18,-0.321,
28852,5201,5779,-578,-11.113,5715,5751,-36,-0.630,
28854,6357,6357,0,0.000,5806,5788,18,0.310,
28856,5201,5201,0,0.000,5751,5751,0,0.000,
28858,5779,5779,0,0.000,5679,5679,0,0.000,
28860,5779,5779,0,0.000,5607,5607,0,0.000,
28862,5779,5779,0,0.000,5534,5589,-55,-0.994,
28864,5779,5779,0,0.000,5553,5607,-54,-0.972,
28866,5201,5779,-578,-11.113,5625,5589,36,0.640,
28868,5779,5779,0,0.000,5679,5625,54,0.951,
28870,5779,5201,578,10.002,5679,5643,36,0.634,
28872,5779,5779,0,0.000,5679,5679,0,0.000,
28874,5201,5779,-578,-11.113,5697,5697,0,0.000,
28876,5779,5201,578,10.002,5643,5643,0,0.000,
28878,5779,5201,578,10.002,5607,5571,36,0.642,
28880,5779,5779,0,0.000,5589,5498,91,1.628,
28882,5779,5779,0,0.000,5607,5444,163,2.907,
28884,5779,5779,0,0.000,5607,5480,127,2.265,
28886,5779,5779,0,0.000,5643,5571,72,1.276,
28888,5779,5779,0,0.000,5643,5589,54,0.957,
28890,5779,5201,578,10.002,5643,5571,72,1.276,
28892,5779,5779,0,0.000,5607,5534,73,1.302,
28894,5779,5779,0,0.000,5571,5516,55,0.987,
28896,5201,5779,-578,-11.113,5553,5516,37,0.666,
28898,5779,5779,0,0.000,5589,5553,36,0.644,
28900,5779,5779,0,0.000,5607,5589,18,0.321,
28902,5779,5779,0,0.000,5643,5607,36,0.638,
28904,5779,5779,0,0.000,5697,5571,126,2.212,
28906,5779,5201,578,10.002,5697,5516,181,3.177,
28908,5779,5201,578,10.002,5697,5480,217,3.809,
28910,5201,5779,-578,-11.113,5715,5498,217,3.797,
28912,5779,5201,578,10.002,5733,5516,217,3.785,
28914,5779,5779,0,0.000,5733,5553,180,3.140,
28916,5779,5779,0,0.000,5751,5498,253,4.399,
28918,5779,5779,0,0.000,5788,5480,308,5.321,
28920,6357,5779,578,9.092,5824,5498,326,5.598,
28922,5779,5201,578,10.002,5842,5516,326,5.580,
28924,6357,5201,1156,18.185,5878,5534,344,5.852,
28926,5779,5201,578,10.002,5896,5516,380,6.445,
28928,5779,5779,0,0.000,5896,5516,380,6.445,
28930,6357,5779,578,9.092,5932,5534,398,6.709,
28932,6357,5779,578,9.092,5932,5553,379,6.389,
28934,6357,5779,578,9.092,5969,5607,362,6.065,
28936,6357,5201,1156,18.185,6005,5625,380,6.328,
28938,6357,5779,578,9.092,6023,5607,416,6.907,
28940,6357,5201,1156,18.185,6005,5498,507,8.443,
28942,6357,5201,1156,18.185,6005,5390,615,10.241,
28944,5779,5201,578,10.002,5969,5281,688,11.526,
28946,6357,5201,1156,18.185,6005,5317,688,11.457,
28948,6357,5201,1156,18.185,6095,5390,705,11.567,
28950,6357,5201,1156,18.185,6131,5426,705,11.499,
28952,6357,5201,1156,18.185,6113,5408,705,11.533,
28954,6357,5201,1156,18.185,6113,5372,741,12.122,
28956,6357,5201,1156,18.185,6168,5317,851,13.797,
28958,6935,5201,1734,25.004,6204,5335,869,14.007,
28960,6935,5201,1734,25.004,6222,5335,887,14.256,
28962,6935,5201,1734,25.004,6222,5335,887,14.256,
28964,6357,5201,1156,18.185,6222,5299,923,14.834,
28966,6357,5201,1156,18.185,6240,5263,977,15.657,
28968,6935,5201,1734,25.004,6222,5245,977,15.702,
28970,6357,5201,1156,18.185,6168,5136,1032,16.732,
28972,6357,5201,1156,18.185,6186,5082,1104,17.847,
28974,6357,5201,1156,18.185,6222,5100,1122,18.033,
28976,6357,5201,1156,18.185,6222,5136,1086,17.454,
28978,6357,4623,1734,27.277,6186,5173,1013,16.376,
28980,6935,5201,1734,25.004,6186,5173,1013,16.376,
28982,6357,5201,1156,18.185,6186,5173,1013,16.376,
28984,6357,5201,1156,18.185,6222,5136,1086,17.454,
28986,6357,5201,1156,18.185,6258,5136,1122,17.929,
28988,6357,5201,1156,18.185,6240,5100,1140,18.269,
28990,6357,5201,1156,18.185,6186,5064,1122,18.138,
28992,6357,5201,1156,18.185,6131,5082,1049,17.110,
28994,6357,5779,578,9.092,6149,5118,1031,16.767,
28996,6357,5779,578,9.092,6204,5136,1068,17.215,
28998,6357,5201,1156,18.185,6258,5118,1140,18.217,
29000,5779,5201,578,10.002,6222,5118,1104,17.743,
29002,6357,5201,1156,18.185,6149,5064,1085,17.645,
29004,6357,5201,1156,18.185,6149,5118,1031,16.767,
29006,6357,5201,1156,18.185,6168,5136,1032,16.732,
29008,6357,5779,578,9.092,6204,5209,995,16.038,
29010,5779,5201,578,10.002,6186,5281,905,14.630,
29012,6357,5201,1156,18.185,6204,5335,869,14.007,
29014,6357,5779,578,9.092,6168,5354,814,13.197,
29016,5779,5779,0,0.000,6113,5390,723,11.827,
29018,5779,5779,0,0.000,6059,5408,651,10.744,
29020,5779,5201,578,10.002,6041,5444,597,9.882,
29022,5779,5201,578,10.002,6023,5480,543,9.015,
29024,5779,5201,578,10.002,6023,5534,489,8.119,
29026,6357,5779,578,9.092,6023,5571,452,7.505,
29028,5779,5779,0,0.000,6023,5589,434,7.206,
29030,5779,5201,578,10.002,5987,5607,380,6.347,
29032,6357,5779,578,9.092,5969,5589,380,6.366,
29034,6357,5779,578,9.092,5987,5589,398,6.648,
29036,5779,5779,0,0.000,6005,5607,398,6.628,
29038,6357,5779,578,9.092,5969,5625,344,5.763,
29040,5779,5779,0,0.000,5932,5643,289,4.872,
29042,5779,5779,0,0.000,5914,5661,253,4.278,
29044,5779,5779,0,0.000,5932,5697,235,3.962,
29046,6357,5779,578,9.092,5950,5679,271,4.555,
29048,5779,5201,578,10.002,5932,5697,235,3.962,
29050,5779,5779,0,0.000,5896,5697,199,3.375,
29052,5779,5779,0,0.000,5896,5661,235,3.986,
29054,6357,5201,1156,18.185,5914,5679,235,3.974,
29056,5779,5779,0,0.000,5950,5715,235,3.950,
29058,5779,5779,0,0.000,5950,5697,253,4.252,
29060,5779,5779,0,0.000,5914,5715,199,3.365,
29062,6357,5201,1156,18.185,5914,5715,199,3.365,
29064,5779,5779,0,0.000,5896,5733,163,2.765,
29066,6357,5779,578,9.092,5914,5770,144,2.435,
29068,5779,5779,0,0.000,5932,5770,162,2.731,
29070,5779,5779,0,0.000,5914,5770,144,2.435,
29072,5779,5779,0,0.000,5896,5770,126,2.137,
29074,5779,5201,578,10.002,5878,5770,108,1.837,
29076,5779,5779,0,0.000,5860,5751,109,1.860,
29078,5779,5779,0,0.000,5842,5751,91,1.558,
29080,5779,5779,0,0.000,5860,5751,109,1.860,
29082,6357,5779,578,9.092,5860,5788,72,1.229,
29084,5779,5779,0,0.000,5914,5770,144,2.435,
29086,5779,5779,0,0.000,5950,5788,162,2.723,
29088,5779,5779,0,0.000,5969,5788,181,3.032,
29090,6357,5779,578,9.092,5969,5751,218,3.652,
29092,5779,5779,0,0.000,5896,5733,163,2.765,
29094,6357,5779,578,9.092,5896,5733,163,2.765,
29096,5779,5779,0,0.000,5878,5733,145,2.467,
29098,5779,5779,0,0.000,5914,5751,163,2.756,
29100,5779,5779,0,0.000,5932,5788,144,2.428,
29102,6357,5779,578,9.092,5969,5788,181,3.032,
29104,5779,5779,0,0.000,5950,5806,144,2.420,
29106,6357,5779,578,9.092,5932,5788,144,2.428,
29108,5779,5779,0,0.000,5932,5788,144,2.428,
29110,6357,5201,1156,18.185,5896,5751,145,2.459,
29112,5779,5779,0,0.000,5842,5715,127,2.174,
29114,5779,5779,0,0.000,5860,5697,163,2.782,
29116,5779,5779,0,0.000,5860,5733,127,2.167,
29118,5779,5779,0,0.000,5878,5770,108,1.837,
29120,5779,5779,0,0.000,5914,5806,108,1.826,
29122,5779,5779,0,0.000,5878,5806,72,1.225,
29124,5779,5779,0,0.000,5914,5824,90,1.522,
29126,5779,5779,0,0.000,5896,5788,108,1.832,
29128,5779,5779,0,0.000,5896,5788,108,1.832,
29130,6357,5779,578,9.092,5878,5751,127,2.161,
29132,5779,5779,0,0.000,5878,5788,90,1.531,
29134,5779,5779,0,0.000,5878,5788,90,1.531,
29136,5779,5779,0,0.000,5896,5788,108,1.832,
29138,5779,5779,0,0.000,5896,5806,90,1.526,
29140,5779,5779,0,0.000,5914,5842,72,1.217,
29142,6357,6357,0,0.000,5932,5878,54,0.910,
29144,5779,5779,0,0.000,5914,5860,54,0.913,
29146,5779,5779,0,0.000,5914,5824,90,1.522,
29148,5779,5779,0,0.000,5896,5842,54,0.916,
29150,5779,5779,0,0.000,5896,5824,72,1.221,
29152,5779,5779,0,0.000,5878,5842,36,0.612,
29154,6357,5779,578,9.092,5896,5842,54,0.916,
29156,5779,5779,0,0.000,5932,5878,54,0.910,
29158,6357,5779,578,9.092,5969,5896,73,1.223,
29160,5779,6357,-578,-10.002,5969,5914,55,0.921,
29162,6357,5779,578,9.092,5896,5679,217,3.680,
29164,5779,5779,0,0.000,5969,5896,73,1.223,
29166,6357,6357,0,0.000,5950,5878,72,1.210,
29168,5779,5779,0,0.000,5969,5878,91,1.525,
29170,6357,6357,0,0.000,5987,5914,73,1.219,
29172,5779,5779,0,0.000,6005,5932,73,1.216,
29174,5779,5779,0,0.000,6023,5950,73,1.212,
29176,6357,5779,578,9.092,6059,5969,90,1.485,
29178,5779,6357,-578,-10.002,6041,5950,91,1.506,
29180,6357,5779,578,9.092,6059,5987,72,1.188,
29182,6357,6357,0,0.000,6077,6005,72,1.185,
29184,6357,5779,578,9.092,6095,6023,72,1.181,
29186,6357,5779,578,9.092,6077,6005,72,1.185,
29188,6357,6357,0,0.000,6113,6023,90,1.472,
29190,6357,6357,0,0.000,6131,6023,108,1.762,
29192,6357,5779,578,9.092,6149,6041,108,1.756,
29194,5779,5779,0,0.000,6168,6041,127,2.059,
29196,6357,5779,578,9.092,6186,6059,127,2.053,
29198,6357,6357,0,0.000,6204,6077,127,2.047,
29200,5779,6357,-578,-10.002,6204,6077,127,2.047,
29202,6357,5779,578,9.092,6222,6059,163,2.620,
29204,5779,5779,0,0.000,6258,6113,145,2.317,
29206,6357,5779,578,9.092,6240,6131,109,1.747,
29208,5779,5779,0,0.000,6222,6113,109,1.752,
29210,6357,5779,578,9.092,6240,6131,109,1.747,
29212,6357,6357,0,0.000,6276,6149,127,2.024,
29214,6357,6357,0,0.000,6385,6240,145,2.271,
29216,6357,6357,0,0.000,6385,6222,163,2.553,
29218,6357,6357,0,0.000,6385,6240,145,2.271,
29220,6357,6357,0,0.000,6421,6276,145,2.258,
29222,6357,5779,578,9.092,6403,6276,127,1.983,
29224,6357,6357,0,0.000,6421,6276,145,2.258,
29226,6357,6357,0,0.000,6403,6276,127,1.983,
29228,6357,6357,0,0.000,6421,6294,127,1.978,
29230,6357,6357,0,0.000,6421,6348,73,1.137,
29232,6357,6357,0,0.000,6421,6366,55,0.857,
29234,6357,6357,0,0.000,6457,6421,36,0.558,
29236,6935,6935,0,0.000,6565,6529,36,0.548,
29238,6357,6357,0,0.000,6547,6457,90,1.375,
29240,6357,6357,0,0.000,6547,6475,72,1.100,
29242,6357,6357,0,0.000,6547,6457,90,1.375,
29244,6357,6357,0,0.000,6529,6457,72,1.103,
29246,6357,6357,0,0.000,6565,6529,36,0.548,
29248,6357,6935,-578,-9.092,6565,6547,18,0.274,
29250,6357,6357,0,0.000,6584,6584,0,0.000,
29252,6357,6357,0,0.000,6674,6638,36,0.539,
29254,6357,6357,0,0.000,6674,6656,18,0.270,
29256,6935,6357,578,8.335,6692,6674,18,0.269,
