timestamp,CN2-37(Gear tooth FR)[mm/s],CN2-27(Gear tooth FL)[mm/s],Difference(FR-FL)[mm/s],Error((FR-FL)/FR)[%],CN2-17(Gear tooth RR)[mm/s],CN2-7(Gear tooth RL)[mm/s],Difference(RR-RL)[mm/s],Error((RR-RL)/RR)[%],
11056,5779,5779,0,0.000,5372,5426,-54,-1.005,
11058,5201,5201,0,0.000,5354,5372,-18,-0.336,
11060,5201,5779,-578,-11.113,5299,5317,-18,-0.340,
11062,5201,5201,0,0.000,5263,5263,0,0.000,
11064,5201,5779,-578,-11.113,5245,5245,0,0.000,
11066,5201,5201,0,0.000,5209,5209,0,0.000,
11068,5201,5779,-578,-11.113,5191,5173,18,0.347,
11070,5201,5201,0,0.000,5227,5191,36,0.689,
11072,5779,5779,0,0.000,5245,5155,90,1.716,
11074,5779,5201,578,10.002,5209,5118,91,1.747,
11076,5201,5201,0,0.000,5118,5082,36,0.703,
11078,5201,5201,0,0.000,5100,5082,18,0.353,
11080,5201,5201,0,0.000,5028,5046,-18,-0.358,
11082,5201,5201,0,0.000,5010,4956,54,1.078,
11084,5201,5201,0,0.000,5010,4938,72,1.437,
11086,5201,5201,0,0.000,4992,4938,54,1.082,
11088,5201,5201,0,0.000,4974,4901,73,1.468,
11090,4623,5201,-578,-12.503,4956,4901,55,1.110,
11092,5201,5201,0,0.000,4919,4901,18,0.366,
11094,5201,5201,0,0.000,4883,4865,18,0.369,
11096,5201,5201,0,0.000,4847,4847,0,0.000,
11098,4623,5201,-578,-12.503,4793,4847,-54,-1.127,
11100,4623,5201,-578,-12.503,4757,4793,-36,-0.757,
11102,4623,5201,-578,-12.503,4702,4739,-37,-0.787,
11104,5201,4623,578,11.113,4720,4775,-55,-1.165,
11106,4623,5201,-578,-12.503,4720,4775,-55,-1.165,
11108,4623,5201,-578,-12.503,4720,4757,-37,-0.784,
11110,5201,4623,578,11.113,4702,4775,-73,-1.553,
11112,4623,5201,-578,-12.503,4612,4720,-108,-2.342,
11114,4623,5201,-578,-12.503,4612,4720,-108,-2.342,
11116,4623,4623,0,0.000,4594,4702,-108,-2.351,
11118,4623,5201,-578,-12.503,4522,4666,-144,-3.184,
11120,4623,5201,-578,-12.503,4485,4630,-145,-3.233,
11122,4623,4623,0,0.000,4467,4612,-145,-3.246,
11124,4623,4623,0,0.000,4467,4558,-91,-2.037,
11126,4623,5201,-578,-12.503,4467,4576,-109,-2.440,
11128,4623,5201,-578,-12.503,4485,4594,-109,-2.430,
11130,4623,4623,0,0.000,4485,4558,-73,-1.628,
11132,4623,4623,0,0.000,4467,4576,-109,-2.440,
11134,4623,4623,0,0.000,4395,4485,-90,-2.048,
11136,4623,4623,0,0.000,4341,4395,-54,-1.244,
11138,4623,4623,0,0.000,4323,4341,-18,-0.416,
11140,4623,4623,0,0.000,4323,4359,-36,-0.833,
11142,4623,4623,0,0.000,4323,4341,-18,-0.416,
11144,4045,4623,-578,-14.289,4341,4341,0,0.000,
11146,4623,4045,578,12.503,4304,4286,18,0.418,
11148,4623,4623,0,0.000,4304,4286,18,0.418,
11150,4623,4623,0,0.000,4268,4268,0,0.000,
11152,4045,4045,0,0.000,4178,4160,18,0.431,
11154,4623,4045,578,12.503,4124,4142,-18,-0.436,
11156,4623,4045,578,12.503,4124,4087,37,0.897,
11158,4045,4623,-578,-14.289,4124,4051,73,1.770,
11160,4045,4045,0,0.000,4105,3979,126,3.069,
11162,4623,4623,0,0.000,4105,3943,162,3.946,
11164,4045,4045,0,0.000,4069,3961,108,2.654,
11166,4045,4623,-578,-14.289,4015,3997,18,0.448,
11168,4045,4045,0,0.000,4015,3997,18,0.448,
11170,4045,4045,0,0.000,3925,3961,-36,-0.917,
11172,4045,4045,0,0.000,3888,3925,-37,-0.952,
11174,4045,4045,0,0.000,3816,3852,-36,-0.943,
11176,4045,4045,0,0.000,3780,3780,0,0.000,
11178,3467,4045,-578,-16.671,3689,3726,-37,-1.003,
11180,3467,3467,0,0.000,3671,3726,-55,-1.498,
11182,4045,4045,0,0.000,3653,3744,-91,-2.491,
11184,4045,4045,0,0.000,3635,3762,-127,-3.494,
11186,4045,3467,578,14.289,3671,3744,-73,-1.989,
11188,3467,4045,-578,-16.671,3617,3708,-91,-2.516,
11190,3467,4045,-578,-16.671,3617,3671,-54,-1.493,
11192,3467,4045,-578,-16.671,3599,3635,-36,-1.000,
11194,4045,4045,0,0.000,3527,3563,-36,-1.021,
11196,4045,4045,0,0.000,3527,3545,-18,-0.510,
11198,3467,3467,0,0.000,3472,3509,-37,-1.066,
11200,3467,3467,0,0.000,3400,3509,-109,-3.206,
11202,4045,4045,0,0.000,3418,3509,-91,-2.662,
11204,3467,3467,0,0.000,3418,3509,-91,-2.662,
11206,3467,3467,0,0.000,3328,3490,-162,-4.868,
11208,3467,3467,0,0.000,3364,3454,-90,-2.675,
11210,3467,3467,0,0.000,3346,3400,-54,-1.614,
11212,3467,3467,0,0.000,3310,3364,-54,-1.631,
11214,2889,3467,-578,-20.007,3273,3346,-73,-2.230,
11216,3467,3467,0,0.000,3292,3328,-36,-1.094,
11218,3467,3467,0,0.000,3310,3292,18,0.544,
11220,3467,3467,0,0.000,3310,3310,0,0.000,
11222,3467,3467,0,0.000,3273,3310,-37,-1.130,
11224,2889,3467,-578,-20.007,3292,3255,37,1.124,
11226,3467,2889,578,16.671,3183,3165,18,0.566,
11228,2889,3467,-578,-20.007,3183,3147,36,1.131,
11230,3467,3467,0,0.000,3237,3183,54,1.668,
11232,3467,3467,0,0.000,3219,3147,72,2.237,
11234,3467,2889,578,16.671,3219,3147,72,2.237,
11236,3467,3467,0,0.000,3255,3183,72,2.212,
11238,2889,2889,0,0.000,3255,3165,90,2.765,
11240,3467,2889,578,16.671,3201,3219,-18,-0.562,
11242,3467,2889,578,16.671,3129,3165,-36,-1.151,
11244,3467,3467,0,0.000,3129,3147,-18,-0.575,
11246,3467,3467,0,0.000,3093,3111,-18,-0.582,
11248,3467,3467,0,0.000,3111,3093,18,0.579,
11250,3467,2889,578,16.671,3129,3111,18,0.575,
11252,3467,2889,578,16.671,3111,3147,-36,-1.157,
11254,3467,2889,578,16.671,3129,3147,-18,-0.575,
11256,2889,2889,0,0.000,3129,3111,18,0.575,
11258,2889,2889,0,0.000,3147,3093,54,1.716,
11260,2889,3467,-578,-20.007,3111,3038,73,2.347,
11262,2889,3467,-578,-20.007,3093,3020,73,2.360,
11264,3467,3467,0,0.000,3111,3093,18,0.579,
11266,3467,2889,578,16.671,3129,3111,18,0.575,
11268,3467,3467,0,0.000,3111,3129,-18,-0.579,
11270,2889,3467,-578,-20.007,3129,3129,0,0.000,
11272,2889,3467,-578,-20.007,3129,3093,36,1.151,
11274,2889,2889,0,0.000,3111,3093,18,0.579,
11276,2889,2889,0,0.000,3074,3074,0,0.000,
11278,2889,3467,-578,-20.007,3056,3038,18,0.589,
11280,3467,2889,578,16.671,3074,3002,72,2.342,
11282,3467,2889,578,16.671,3056,3002,54,1.767,
11284,3467,2889,578,16.671,3056,3038,18,0.589,
11286,3467,3467,0,0.000,3129,3074,55,1.758,
11288,3467,2889,578,16.671,3147,3056,91,2.892,
11290,2889,2889,0,0.000,3129,3038,91,2.908,
11292,2889,3467,-578,-20.007,3056,3038,18,0.589,
11294,2889,2889,0,0.000,3020,3002,18,0.596,
11296,3467,3467,0,0.000,3038,2966,72,2.370,
11298,3467,2889,578,16.671,3074,2948,126,4.099,
11300,2889,2889,0,0.000,3074,2966,108,3.513,
11302,2889,2889,0,0.000,3093,3002,91,2.942,
11304,2889,3467,-578,-20.007,3074,2984,90,2.928,
11306,3467,2889,578,16.671,3074,3020,54,1.757,
11308,2889,2889,0,0.000,3074,3002,72,2.342,
11310,2889,3467,-578,-20.007,3074,2984,90,2.928,
11312,2889,2889,0,0.000,3020,2966,54,1.788,
11314,2889,2889,0,0.000,2966,2930,36,1.214,
11316,2889,2889,0,0.000,2966,2966,0,0.000,
11318,3467,3467,0,0.000,2984,2984,0,0.000,
11320,2889,2889,0,0.000,3002,3056,-54,-1.799,
11322,2889,2889,0,0.000,2984,3038,-54,-1.810,
11324,2889,3467,-578,-20.007,3038,3056,-18,-0.592,
11326,2889,2889,0,0.000,3056,3056,0,0.000,
11328,2889,2889,0,0.000,3020,3020,0,0.000,
11330,2889,3467,-578,-20.007,3020,3020,0,0.000,
11332,2889,2889,0,0.000,2984,3020,-36,-1.206,
11334,2889,2889,0,0.000,2948,2984,-36,-1.221,
11336,3467,3467,0,0.000,2894,3002,-108,-3.732,
11338,2889,2889,0,0.000,2930,3020,-90,-3.072,
11340,2889,3467,-578,-20.007,2966,3020,-54,-1.821,
11342,2889,2889,0,0.000,2984,3002,-18,-0.603,
11344,3467,2889,578,16.671,2984,3020,-36,-1.206,
11346,2889,3467,-578,-20.007,3020,2984,36,1.192,
11348,2889,2889,0,0.000,3020,2948,72,2.384,
11350,2889,2889,0,0.000,3056,2948,108,3.534,
11352,3467,2889,578,16.671,3002,2966,36,1.199,
11354,2889,2889,0,0.000,2948,3002,-54,-1.832,
11356,2889,3467,-578,-20.007,2930,3020,-90,-3.072,
11358,2889,2889,0,0.000,2930,3020,-90,-3.072,
11360,2889,2889,0,0.000,2966,3002,-36,-1.214,
11362,2889,2889,0,0.000,2984,3002,-18,-0.603,
11364,3467,2889,578,16.671,2966,2984,-18,-0.607,
11366,2889,2889,0,0.000,2948,2948,0,0.000,
11368,2889,2889,0,0.000,2966,2894,72,2.428,
11370,3467,2889,578,16.671,2966,2894,72,2.428,
11372,2889,2889,0,0.000,3020,2857,163,5.397,
11374,2889,3467,-578,-20.007,3002,2912,90,2.998,
11376,2889,2889,0,0.000,3020,2912,108,3.576,
11378,3467,2889,578,16.671,3020,2912,108,3.576,
11380,2889,2889,0,0.000,3020,2894,126,4.172,
11382,2889,2889,0,0.000,3002,2894,108,3.598,
11384,2889,2889,0,0.000,2966,2912,54,1.821,
11386,2889,2889,0,0.000,2930,2894,36,1.229,
11388,3467,2889,578,16.671,2966,2894,72,2.428,
11390,2889,2311,578,20.007,2984,2875,109,3.653,
11392,2889,2889,0,0.000,3002,2857,145,4.830,
11394,2889,2889,0,0.000,2984,2857,127,4.256,
11396,2889,2889,0,0.000,2984,2857,127,4.256,
11398,2889,2889,0,0.000,2948,2857,91,3.087,
11400,2889,2889,0,0.000,2930,2894,36,1.229,
11402,2889,2889,0,0.000,2948,2948,0,0.000,
11404,2889,2889,0,0.000,3002,3002,0,0.000,
11406,2889,2889,0,0.000,3038,3020,18,0.592,
11408,2889,2889,0,0.000,3038,2984,54,1.777,
11410,2889,2889,0,0.000,2984,2912,72,2.413,
11412,2889,2889,0,0.000,2966,2912,54,1.821,
11414,3467,2889,578,16.671,2948,2894,54,1.832,
11416,3467,2889,578,16.671,2930,2875,55,1.877,
11418,2889,2889,0,0.000,2912,2875,37,1.271,
11420,2889,3467,-578,-20.007,2930,2930,0,0.000,
11422,3467,2889,578,16.671,2948,2930,18,0.611,
11424,2889,2889,0,0.000,3020,2948,72,2.384,
11426,2889,2889,0,0.000,3056,2930,126,4.123,
11428,3467,2889,578,16.671,3002,2948,54,1.799,
11430,2889,2889,0,0.000,2948,2930,18,0.611,
11432,2889,2889,0,0.000,2894,2894,0,0.000,
11434,2889,2889,0,0.000,2930,2857,73,2.491,
11436,2889,2889,0,0.000,3002,2894,108,3.598,
11438,3467,2889,578,16.671,3038,2930,108,3.555,
11440,2889,2889,0,0.000,3020,2948,72,2.384,
11442,2889,2889,0,0.000,2966,2930,36,1.214,
11444,2889,2889,0,0.000,2930,2894,36,1.229,
11446,2889,2889,0,0.000,2912,2930,-18,-0.618,
11448,2889,2889,0,0.000,2894,2948,-54,-1.866,
11450,2889,2889,0,0.000,2894,2966,-72,-2.488,
11452,2889,2889,0,0.000,2930,3020,-90,-3.072,
11454,3467,2889,578,16.671,3020,3056,-36,-1.192,
11456,2889,2889,0,0.000,3129,3129,0,0.000,
11458,2889,2889,0,0.000,3111,3093,18,0.579,
11460,3467,2889,578,16.671,3038,3020,18,0.592,
11462,2889,3467,-578,-20.007,3002,3002,0,0.000,
11464,3467,2889,578,16.671,3002,3038,-36,-1.199,
11466,2889,3467,-578,-20.007,3020,3111,-91,-3.013,
11468,2889,2889,0,0.000,3056,3129,-73,-2.389,
11470,2889,2889,0,0.000,3074,3147,-73,-2.375,
11472,3467,2889,578,16.671,3111,3165,-54,-1.736,
11474,3467,2889,578,16.671,3165,3201,-36,-1.137,
11476,3467,2889,578,16.671,3165,3165,0,0.000,
11478,3467,2889,578,16.671,3147,3111,36,1.144,
11480,2889,2889,0,0.000,3147,3074,73,2.320,
11482,2889,2889,0,0.000,3147,3056,91,2.892,
11484,3467,2889,578,16.671,3165,3093,72,2.275,
11486,3467,3467,0,0.000,3183,3147,36,1.131,
11488,3467,2889,578,16.671,3201,3165,36,1.125,
11490,3467,3467,0,0.000,3237,3183,54,1.668,
11492,3467,3467,0,0.000,3219,3165,54,1.678,
11494,2889,3467,-578,-20.007,3147,3165,-18,-0.572,
11496,3467,3467,0,0.000,3074,3147,-73,-2.375,
11498,2889,3467,-578,-20.007,3056,3093,-37,-1.211,
11500,2889,3467,-578,-20.007,3074,3111,-37,-1.204,
11502,3467,2889,578,16.671,3093,3093,0,0.000,
11504,3467,2889,578,16.671,3147,3111,36,1.144,
11506,3467,2889,578,16.671,3183,3111,72,2.262,
11508,2889,2889,0,0.000,3129,3111,18,0.575,
11510,3467,2889,578,16.671,3093,3074,19,0.614,
11512,2889,2889,0,0.000,3056,3020,36,1.178,
11514,2889,2889,0,0.000,3074,3020,54,1.757,
11516,3467,2889,578,16.671,3093,3002,91,2.942,
11518,2889,2889,0,0.000,3111,3074,37,1.189,
11520,3467,2889,578,16.671,3111,3165,-54,-1.736,
11522,3467,2889,578,16.671,3147,3183,-36,-1.144,
11524,2889,2889,0,0.000,3165,3183,-18,-0.569,
11526,2889,2889,0,0.000,3129,3129,0,0.000,
11528,2889,3467,-578,-20.007,3074,3056,18,0.586,
11530,2889,2889,0,0.000,3038,3002,36,1.185,
11532,3467,2889,578,16.671,3038,3020,18,0.592,
11534,3467,3467,0,0.000,3093,3074,19,0.614,
11536,3467,3467,0,0.000,3219,3165,54,1.678,
11538,2889,3467,-578,-20.007,3237,3165,72,2.224,
11540,3467,2889,578,16.671,3183,3111,72,2.262,
11542,2889,2889,0,0.000,3129,3074,55,1.758,
11544,2889,2889,0,0.000,3056,3038,18,0.589,
11546,3467,3467,0,0.000,3020,3056,-36,-1.192,
11548,2889,3467,-578,-20.007,3056,3129,-73,-2.389,
11550,3467,3467,0,0.000,3165,3219,-54,-1.706,
11552,3467,3467,0,0.000,3255,3237,18,0.553,
11554,2889,2889,0,0.000,3237,3147,90,2.780,
11556,2889,2889,0,0.000,3219,3093,126,3.914,
11558,2889,2889,0,0.000,3201,3093,108,3.374,
11560,2889,3467,-578,-20.007,3129,3147,-18,-0.575,
11562,3467,3467,0,0.000,3129,3183,-54,-1.726,
11564,2889,3467,-578,-20.007,3129,3183,-54,-1.726,
11566,2889,2889,0,0.000,3111,3147,-36,-1.157,
11568,2889,2889,0,0.000,3147,3111,36,1.144,
11570,3467,2889,578,16.671,3183,3183,0,0.000,
11572,2889,2889,0,0.000,3183,3237,-54,-1.697,
11574,2889,3467,-578,-20.007,3201,3255,-54,-1.687,
11576,3467,3467,0,0.000,3219,3255,-36,-1.118,
11578,3467,3467,0,0.000,3219,3201,18,0.559,
11580,3467,2889,578,16.671,3183,3183,0,0.000,
11582,3467,3467,0,0.000,3183,3201,-18,-0.566,
11584,3467,3467,0,0.000,3201,3237,-36,-1.125,
11586,2889,3467,-578,-20.007,3219,3255,-36,-1.118,
11588,2889,2889,0,0.000,3237,3237,0,0.000,
11590,3467,3467,0,0.000,3237,3255,-18,-0.556,
11592,3467,2889,578,16.671,3201,3219,-18,-0.562,
11594,2889,2889,0,0.000,3219,3237,-18,-0.559,
11596,3467,2889,578,16.671,3255,3219,36,1.106,
11598,2889,3467,-578,-20.007,3310,3201,109,3.293,
11600,3467,3467,0,0.000,3346,3237,109,3.258,
11602,3467,2889,578,16.671,3346,3273,73,2.182,
11604,3467,3467,0,0.000,3310,3292,18,0.544,
11606,2889,3467,-578,-20.007,3255,3310,-55,-1.690,
11608,3467,3467,0,0.000,3292,3328,-36,-1.094,
11610,2889,3467,-578,-20.007,3310,3328,-18,-0.544,
11612,3467,2889,578,16.671,3328,3328,0,0.000,
11614,3467,3467,0,0.000,3328,3328,0,0.000,
11616,3467,2889,578,16.671,3328,3328,0,0.000,
11618,3467,3467,0,0.000,3328,3346,-18,-0.541,
11620,3467,3467,0,0.000,3364,3364,0,0.000,
11622,3467,3467,0,0.000,3382,3400,-18,-0.532,
11624,3467,3467,0,0.000,3382,3418,-36,-1.064,
11626,3467,3467,0,0.000,3418,3454,-36,-1.053,
11628,3467,3467,0,0.000,3418,3436,-18,-0.527,
11630,3467,3467,0,0.000,3400,3400,0,0.000,
11632,3467,3467,0,0.000,3418,3382,36,1.053,
11634,3467,3467,0,0.000,3436,3418,18,0.524,
11636,3467,3467,0,0.000,3436,3454,-18,-0.524,
11638,3467,3467,0,0.000,3436,3454,-18,-0.524,
11640,3467,4045,-578,-16.671,3418,3509,-91,-2.662,
11642,4045,3467,578,14.289,3436,3527,-91,-2.648,
11644,3467,3467,0,0.000,3436,3509,-73,-2.125,
11646,3467,3467,0,0.000,3472,3472,0,0.000,
11648,3467,4045,-578,-16.671,3490,3490,0,0.000,
11650,3467,3467,0,0.000,3490,3527,-37,-1.060,
11652,3467,3467,0,0.000,3490,3527,-37,-1.060,
11654,3467,3467,0,0.000,3490,3545,-55,-1.576,
11656,4045,3467,578,14.289,3490,3509,-19,-0.544,
11658,3467,4045,-578,-16.671,3490,3472,18,0.516,
11660,3467,3467,0,0.000,3490,3490,0,0.000,
11662,3467,3467,0,0.000,3472,3509,-37,-1.066,
11664,3467,3467,0,0.000,3527,3527,0,0.000,
11666,3467,4045,-578,-16.671,3563,3563,0,0.000,
11668,3467,3467,0,0.000,3581,3617,-36,-1.005,
11670,3467,3467,0,0.000,3545,3581,-36,-1.016,
11672,3467,3467,0,0.000,3490,3545,-55,-1.576,
11674,3467,3467,0,0.000,3527,3509,18,0.510,
11676,4045,4045,0,0.000,3545,3472,73,2.059,
11678,3467,3467,0,0.000,3599,3490,109,3.029,
11680,4045,4045,0,0.000,3617,3563,54,1.493,
11682,3467,3467,0,0.000,3617,3599,18,0.498,
11684,3467,3467,0,0.000,3599,3617,-18,-0.500,
11686,3467,4045,-578,-16.671,3617,3617,0,0.000,
11688,4045,3467,578,14.289,3617,3581,36,0.995,
11690,3467,3467,0,0.000,3581,3527,54,1.508,
11692,3467,4045,-578,-16.671,3563,3545,18,0.505,
11694,3467,3467,0,0.000,3527,3581,-54,-1.531,
11696,4045,3467,578,14.289,3509,3599,-90,-2.565,
11698,3467,4045,-578,-16.671,3599,3635,-36,-1.000,
11700,3467,4045,-578,-16.671,3635,3635,0,0.000,
11702,4045,4045,0,0.000,3617,3653,-36,-0.995,
11704,3467,4045,-578,-16.671,3581,3635,-54,-1.508,
11706,3467,4045,-578,-16.671,3563,3635,-72,-2.021,
11708,3467,4045,-578,-16.671,3545,3599,-54,-1.523,
11710,4045,3467,578,14.289,3545,3581,-36,-1.016,
11712,3467,3467,0,0.000,3527,3563,-36,-1.021,
11714,4045,4045,0,0.000,3490,3581,-91,-2.607,
11716,3467,3467,0,0.000,3509,3545,-36,-1.026,
11718,3467,3467,0,0.000,3509,3527,-18,-0.513,
11720,3467,4045,-578,-16.671,3527,3563,-36,-1.021,
11722,4045,3467,578,14.289,3545,3545,0,0.000,
11724,3467,3467,0,0.000,3563,3545,18,0.505,
11726,3467,3467,0,0.000,3527,3527,0,0.000,
11728,4045,3467,578,14.289,3472,3509,-37,-1.066,
11730,3467,3467,0,0.000,3472,3509,-37,-1.066,
11732,4045,3467,578,14.289,3454,3490,-36,-1.042,
11734,3467,3467,0,0.000,3509,3472,37,1.054,
11736,3467,3467,0,0.000,3545,3454,91,2.567,
11738,4045,3467,578,14.289,3563,3454,109,3.059,
11740,3467,3467,0,0.000,3490,3454,36,1.032,
11742,3467,3467,0,0.000,3472,3436,36,1.037,
11744,3467,3467,0,0.000,3490,3436,54,1.547,
11746,3467,3467,0,0.000,3490,3418,72,2.063,
11748,3467,4045,-578,-16.671,3472,3436,36,1.037,
11750,3467,3467,0,0.000,3472,3436,36,1.037,
11752,3467,3467,0,0.000,3454,3400,54,1.563,
11754,4045,3467,578,14.289,3490,3436,54,1.547,
11756,3467,4045,-578,-16.671,3454,3472,-18,-0.521,
11758,3467,3467,0,0.000,3418,3472,-54,-1.580,
11760,4045,3467,578,14.289,3400,3472,-72,-2.118,
11762,3467,3467,0,0.000,3472,3418,54,1.555,
11764,3467,3467,0,0.000,3454,3364,90,2.606,
11766,3467,3467,0,0.000,3436,3364,72,2.095,
11768,3467,3467,0,0.000,3346,3418,-72,-2.152,
11770,3467,3467,0,0.000,3346,3418,-72,-2.152,
11772,3467,3467,0,0.000,3382,3382,0,0.000,
11774,3467,3467,0,0.000,3418,3382,36,1.053,
11776,2889,3467,-578,-20.007,3364,3346,18,0.535,
11778,3467,3467,0,0.000,3364,3400,-36,-1.070,
11780,3467,3467,0,0.000,3382,3382,0,0.000,
11782,3467,3467,0,0.000,3382,3400,-18,-0.532,
11784,3467,3467,0,0.000,3400,3346,54,1.588,
11786,3467,3467,0,0.000,3364,3328,36,1.070,
11788,3467,2889,578,16.671,3346,3328,18,0.538,
11790,3467,3467,0,0.000,3310,3346,-36,-1.088,
11792,3467,3467,0,0.000,3310,3328,-18,-0.544,
11794,3467,3467,0,0.000,3346,3328,18,0.538,
11796,3467,3467,0,0.000,3364,3328,36,1.070,
11798,3467,3467,0,0.000,3382,3328,54,1.597,
11800,3467,3467,0,0.000,3364,3328,36,1.070,
11802,3467,3467,0,0.000,3346,3328,18,0.538,
11804,3467,2889,578,16.671,3346,3328,18,0.538,
11806,3467,3467,0,0.000,3382,3310,72,2.129,
11808,3467,3467,0,0.000,3400,3292,108,3.176,
11810,3467,3467,0,0.000,3382,3310,72,2.129,
11812,2889,3467,-578,-20.007,3346,3328,18,0.538,
11814,3467,3467,0,0.000,3346,3328,18,0.538,
11816,3467,3467,0,0.000,3328,3273,55,1.653,
11818,3467,3467,0,0.000,3328,3310,18,0.541,
11820,3467,3467,0,0.000,3364,3310,54,1.605,
11822,3467,3467,0,0.000,3382,3292,90,2.661,
11824,3467,3467,0,0.000,3346,3310,36,1.076,
11826,2889,3467,-578,-20.007,3328,3328,0,0.000,
11828,3467,3467,0,0.000,3346,3310,36,1.076,
11830,3467,3467,0,0.000,3364,3346,18,0.535,
11832,3467,3467,0,0.000,3364,3364,0,0.000,
11834,3467,3467,0,0.000,3400,3382,18,0.529,
11836,3467,3467,0,0.000,3400,3364,36,1.059,
11838,3467,3467,0,0.000,3346,3346,0,0.000,
11840,2889,2889,0,0.000,3310,3310,0,0.000,
11842,3467,3467,0,0.000,3310,3310,0,0.000,
11844,3467,3467,0,0.000,3310,3310,0,0.000,
11846,3467,3467,0,0.000,3346,3346,0,0.000,
11848,3467,3467,0,0.000,3382,3364,18,0.532,
11850,2889,3467,-578,-20.007,3364,3364,0,0.000,
11852,3467,3467,0,0.000,3346,3346,0,0.000,
11854,3467,3467,0,0.000,3328,3364,-36,-1.082,
11856,3467,3467,0,0.000,3328,3364,-36,-1.082,
11858,3467,3467,0,0.000,3346,3364,-18,-0.538,
11860,3467,3467,0,0.000,3328,3328,0,0.000,
11862,3467,3467,0,0.000,3310,3292,18,0.544,
11864,3467,3467,0,0.000,3292,3255,37,1.124,
11866,3467,3467,0,0.000,3346,3310,36,1.076,
11868,3467,3467,0,0.000,3364,3328,36,1.070,
11870,3467,3467,0,0.000,3328,3346,-18,-0.541,
11872,2889,3467,-578,-20.007,3292,3310,-18,-0.547,
11874,3467,3467,0,0.000,3273,3255,18,0.550,
11876,3467,3467,0,0.000,3255,3237,18,0.553,
11878,2889,3467,-578,-20.007,3255,3255,0,0.000,
11880,3467,3467,0,0.000,3292,3273,19,0.577,
11882,2889,3467,-578,-20.007,3237,3255,-18,-0.556,
11884,3467,3467,0,0.000,3255,3255,0,0.000,
11886,3467,3467,0,0.000,3273,3292,-19,-0.581,
11888,2889,3467,-578,-20.007,3255,3292,-37,-1.137,
11890,3467,3467,0,0.000,3237,3273,-36,-1.112,
11892,3467,3467,0,0.000,3201,3219,-18,-0.562,
11894,3467,3467,0,0.000,3201,3183,18,0.562,
11896,3467,3467,0,0.000,3201,3183,18,0.562,
11898,2889,3467,-578,-20.007,3201,3237,-36,-1.125,
11900,3467,2889,578,16.671,3183,3219,-36,-1.131,
11902,3467,3467,0,0.000,3183,3201,-18,-0.566,
11904,2889,2889,0,0.000,3255,3255,0,0.000,
11906,3467,3467,0,0.000,3255,3237,18,0.553,
11908,2889,2889,0,0.000,3201,3219,-18,-0.562,
11910,2889,3467,-578,-20.007,3183,3219,-36,-1.131,
11912,3467,3467,0,0.000,3129,3183,-54,-1.726,
11914,2889,2889,0,0.000,3147,3165,-18,-0.572,
11916,2889,3467,-578,-20.007,3165,3183,-18,-0.569,
11918,3467,3467,0,0.000,3147,3147,0,0.000,
11920,3467,3467,0,0.000,3201,3201,0,0.000,
11922,3467,3467,0,0.000,3201,3219,-18,-0.562,
11924,3467,3467,0,0.000,3183,3165,18,0.566,
11926,3467,2889,578,16.671,3147,3129,18,0.572,
11928,3467,2889,578,16.671,3129,3129,0,0.000,
11930,3467,3467,0,0.000,3111,3147,-36,-1.157,
11932,3467,3467,0,0.000,3147,3165,-18,-0.572,
11934,3467,3467,0,0.000,3165,3147,18,0.569,
11936,3467,3467,0,0.000,3183,3147,36,1.131,
11938,2889,3467,-578,-20.007,3183,3165,18,0.566,
11940,2889,3467,-578,-20.007,3147,3165,-18,-0.572,
11942,3467,3467,0,0.000,3165,3165,0,0.000,
11944,3467,2889,578,16.671,3147,3165,-18,-0.572,
11946,3467,2889,578,16.671,3147,3165,-18,-0.572,
11948,2889,3467,-578,-20.007,3111,3129,-18,-0.579,
11950,2889,3467,-578,-20.007,3165,3165,0,0.000,
11952,2889,3467,-578,-20.007,3183,3201,-18,-0.566,
11954,3467,2889,578,16.671,3183,3201,-18,-0.566,
11956,3467,3467,0,0.000,3201,3201,0,0.000,
11958,2889,3467,-578,-20.007,3219,3201,18,0.559,
11960,3467,2889,578,16.671,3219,3183,36,1.118,
11962,3467,2889,578,16.671,3219,3183,36,1.118,
11964,2889,3467,-578,-20.007,3219,3201,18,0.559,
11966,2889,2889,0,0.000,3219,3237,-18,-0.559,
11968,3467,3467,0,0.000,3255,3255,0,0.000,
11970,3467,3467,0,0.000,3273,3255,18,0.550,
11972,3467,3467,0,0.000,3273,3255,18,0.550,
11974,3467,3467,0,0.000,3273,3273,0,0.000,
11976,3467,3467,0,0.000,3255,3273,-18,-0.553,
11978,3467,2889,578,16.671,3273,3273,0,0.000,
11980,2889,3467,-578,-20.007,3273,3237,36,1.100,
11982,3467,3467,0,0.000,3292,3237,55,1.671,
11984,2889,3467,-578,-20.007,3273,3273,0,0.000,
11986,3467,3467,0,0.000,3273,3310,-37,-1.130,
11988,3467,3467,0,0.000,3310,3273,37,1.118,
11990,3467,2889,578,16.671,3346,3310,36,1.076,
11992,3467,3467,0,0.000,3346,3292,54,1.614,
11994,3467,3467,0,0.000,3346,3292,54,1.614,
11996,3467,3467,0,0.000,3310,3310,0,0.000,
11998,3467,2889,578,16.671,3328,3310,18,0.541,
12000,3467,3467,0,0.000,3346,3310,36,1.076,
12002,3467,3467,0,0.000,3400,3292,108,3.176,
