timestamp,Angle Velocity[deg/sec],Angle[deg]
22019,-5.625000,28.493042,
22021,-5.861206,27.877808,
22023,-6.036987,27.279053,
22025,-5.855713,26.674805,
22027,-6.278687,26.065063,
22029,-6.448975,25.438843,
22031,-5.745850,24.829102,
22033,-5.954590,24.197388,
22035,-5.866699,23.571167,
22037,-5.652466,22.944946,
22039,-5.811768,22.362671,
22041,-5.866699,21.785889,
22043,-5.668945,21.220093,
22045,-5.581055,20.665283,
22047,-5.641479,20.126953,
22049,-5.355835,19.583130,
22051,-5.152588,19.061279,
22053,-4.910889,18.555908,
22055,-5.372314,18.078003,
22057,-5.092163,17.594604,
22059,-4.235229,17.127686,
22061,-4.389038,16.666260,
22063,-4.553833,16.188354,
22065,-4.949341,15.704956,
22067,-5.086670,15.221558,
22069,-4.894409,14.754639,
22071,-4.443970,14.298706,
22073,-4.169312,13.853760,
22075,-4.696655,13.414307,
22077,-4.762573,12.958374,
22079,-3.916626,12.496948,
22081,-5.262451,12.019043,
22083,-4.328613,11.552124,
22085,-4.290161,11.096191,
22087,-4.048462,10.673218,
22089,-4.317627,10.255737,
22091,-4.411011,9.838257,
22093,-4.306641,9.409790,
22095,-4.894409,8.959351,
22097,-4.350586,8.503418,
22099,-4.086914,8.041992,
22101,-4.866943,7.569580,
22103,-4.993286,7.086182,
22105,-5.306396,6.591797,
22107,-5.723877,6.064453,
22109,-5.031738,5.564575,
22111,-5.394287,5.059204,
22113,-4.844971,4.570312,
22115,-4.938354,4.081421,
22117,-5.570068,3.587036,
22119,-5.460205,3.070679,
22121,-5.674438,2.521362,
22123,-4.740601,1.994019,
22125,-5.136108,1.450195,
22127,-5.476685,0.944824,
22129,-5.004272,0.444946,
22131,-4.729614,-0.021973,
22133,-4.218750,-0.466919,
22135,-4.240723,-0.889893,
22137,-4.894409,-1.329346,
22139,-4.652710,-1.757812,
22141,-3.949585,-2.180786,
22143,-4.531860,-2.598267,
22145,-4.020996,-3.004761,
22147,-3.609009,-3.411255,
22149,-3.927612,-3.784790,
22151,-3.208008,-4.158325,
22153,-3.004761,-4.515381,
22155,-3.619995,-4.866943,
22157,-3.224487,-5.218506,
22159,-3.229980,-5.559082,
22161,-3.416748,-5.905151,
22163,-3.301392,-6.256714,
22165,-3.345337,-6.619263,
22167,-3.944092,-6.976318,
22169,-4.075928,-7.333374,
22171,-3.175049,-7.706909,
22173,-3.592529,-8.069458,
22175,-3.812256,-8.410034,
22177,-3.191528,-8.745117,
22179,-3.372803,-9.074707,
22181,-3.779297,-9.393311,
22183,-3.312378,-9.711914,
22185,-2.861938,-10.025024,
22187,-3.147583,-10.332642,
22189,-3.378296,-10.634766,
22191,-3.059692,-10.931396,
22193,-2.422485,-11.217041,
22195,-2.763062,-11.475220,
22197,-1.983032,-11.716919,
22199,-2.081909,-11.947632,
22201,-2.065430,-12.161865,
22203,-2.455444,-12.381592,
22205,-2.312622,-12.595825,
22207,-1.851196,-12.793579,
22209,-2.037964,-12.985840,
22211,-2.488403,-13.178101,
22213,-2.147827,-13.370361,
22215,-2.230225,-13.557129,
22217,-1.988525,-13.738403,
22219,-2.109375,-13.914185,
22221,-1.774292,-14.078979,
22223,-1.345825,-14.243774,
22225,-1.834717,-14.397583,
22227,-1.636963,-14.534912,
22229,-1.494141,-14.650269,
22231,-1.257935,-14.760132,
22233,-1.708374,-14.864502,
22235,-1.345825,-14.957886,
22237,-0.554810,-15.034790,
22239,-0.505371,-15.095215,
22241,-0.466919,-15.144653,
22243,-0.483398,-15.183105,
22245,-0.631714,-15.221558,
22247,-0.247192,-15.243530,
22249,-0.829468,-15.292969,
22251,-0.730591,-15.336914,
22253,0.241699,-15.369873,
22255,-0.071411,-15.397339,
22257,0.005493,-15.402832,
22259,0.203247,-15.391846,
22261,0.296631,-15.369873,
22263,0.263672,-15.336914,
22265,0.977783,-15.292969,
22267,0.477905,-15.249023,
22269,-0.192261,-15.216064,
22271,-0.230713,-15.205078,
22273,0.137329,-15.205078,
22275,0.027466,-15.227051,
22277,0.181274,-15.249023,
22279,-0.027466,-15.287476,
22281,-0.362549,-15.303955,
22283,-0.065918,-15.314941,
22285,-0.197754,-15.309448,
22287,0.087891,-15.281982,
22289,0.406494,-15.243530,
22291,0.318604,-15.177612,
22293,0.324097,-15.111694,
22295,1.071167,-15.040283,
22297,0.884399,-14.952393,
22299,0.692139,-14.869995,
22301,0.598755,-14.765625,
22303,1.213989,-14.644775,
22305,1.323853,-14.518433,
22307,1.560059,-14.370117,
22309,1.906128,-14.221802,
22311,1.549072,-14.040527,
22313,2.779541,-13.837280,
22315,1.972046,-13.617554,
22317,1.763306,-13.386841,
22319,2.334595,-13.161621,
22321,2.153320,-12.952881,
22323,2.323608,-12.744141,
22325,1.983032,-12.535400,
22327,2.065430,-12.332153,
22329,1.450195,-12.139893,
22331,1.708374,-11.958618,
22333,1.016235,-11.793823,
22335,1.807251,-11.623535,
22337,1.724854,-11.464233,
22339,1.779785,-11.288452,
22341,1.203003,-11.118164,
22343,1.972046,-10.953369,
22345,2.026978,-10.783081,
22347,2.059937,-10.612793,
22349,1.417236,-10.447998,
22351,0.944824,-10.321655,
22353,1.895142,-10.211792,
22355,0.966797,-10.140381,
22357,0.477905,-10.090942,
22359,0.076904,-10.074463,
22361,-0.856934,-10.107422,
22363,-0.461426,-10.134888,
22365,0.675659,-10.145874,
22367,0.060425,-10.156860,
22369,-0.747070,-10.151367,
22371,1.082153,-10.118408,
22373,1.494141,-10.107422,
22375,0.049438,-10.107422,
22377,0.642700,-10.085449,
22379,1.060181,-10.036011,
22381,0.785522,-9.959106,
22383,1.082153,-9.882202,
22385,0.796509,-9.783325,
22387,0.340576,-9.678955,
22389,1.752319,-9.580078,
22391,1.779785,-9.475708,
22393,0.780029,-9.376831,
22395,1.268921,-9.294434,
22397,0.472412,-9.234009,
22399,0.785522,-9.146118,
22401,-0.307617,-9.069214,
22403,0.538330,-9.025269,
22405,0.411987,-8.981323,
22407,1.395264,-8.975830,
22409,-0.296631,-8.986816,
22411,-1.796265,-8.992310,
22413,0.263672,-8.942871,
22415,1.378784,-8.898926,
22417,0.961304,-8.854980,
22419,0.065918,-8.827515,
22421,-0.510864,-8.789062,
22423,0.812988,-8.761597,
22425,1.126099,-8.728638,
22427,0.527344,-8.690186,
22429,-0.126343,-8.651733,
22431,0.675659,-8.591309,
22433,0.411987,-8.580322,
22435,-1.120605,-8.569336,
22437,0.000000,-8.563843,
22439,0.241699,-8.563843,
22441,-0.065918,-8.541870,
22443,0.703125,-8.486938,
22445,0.966797,-8.415527,
22447,0.000000,-8.360596,
22449,0.280151,-8.289185,
22451,0.510864,-8.206787,
22453,-0.170288,-8.173828,
22455,0.884399,-8.096924,
22457,2.850952,-8.031006,
22459,0.357056,-8.003540,
22461,0.142822,-7.954102,
22463,0.521851,-7.948608,
22465,-0.433960,-7.948608,
22467,0.131836,-7.948608,
22469,0.098877,-7.976074,
22471,-0.346069,-8.003540,
22473,-0.153809,-8.003540,
22475,-0.192261,-8.020020,
22477,-0.626221,-8.003540,
22479,0.747070,-7.954102,
22481,1.389771,-7.882690,
22483,0.653687,-7.800293,
22485,1.224976,-7.717896,
22487,1.027222,-7.630005,
22489,0.994263,-7.520142,
22491,1.741333,-7.432251,
22493,0.906372,-7.360840,
22495,-0.911865,-7.316895,
22497,-0.027466,-7.278442,
22499,0.488892,-7.261963,
22501,0.038452,-7.245483,
22503,0.928345,-7.218018,
22505,1.472168,-7.141113,
22507,0.565796,-7.058716,
22509,1.131592,-6.981812,
22511,0.719604,-6.926880,
22513,-0.076904,-6.882935,
22515,-0.027466,-6.866455,
22517,-0.560303,-6.871948,
22519,-0.247192,-6.882935,
22521,0.670166,-6.888428,
22523,0.230713,-6.882935,
22525,-0.587769,-6.871948,
22527,0.428467,-6.866455,
22529,0.422974,-6.871948,
22531,-0.076904,-6.899414,
22533,-0.466919,-6.926880,
22535,-0.032959,-6.959839,
22537,-0.532837,-6.970825,
22539,0.043945,-6.981812,
22541,0.390015,-6.992798,
22543,-1.010742,-7.003784,
22545,0.236206,-7.014771,
22547,0.390015,-7.025757,
22549,-0.170288,-7.053223,
22551,0.186768,-7.075195,
22553,-0.560303,-7.086182,
22555,-1.032715,-7.086182,
22557,-0.433960,-7.091675,
22559,0.747070,-7.086182,
22561,-0.082397,-7.102661,
22563,0.510864,-7.108154,
22565,0.137329,-7.119141,
22567,-1.120605,-7.119141,
22569,0.401001,-7.124634,
22571,0.203247,-7.124634,
22573,-0.192261,-7.113647,
22575,0.796509,-7.086182,
22577,0.357056,-7.053223,
22579,-0.214233,-7.014771,
22581,1.131592,-6.976318,
22583,0.543823,-6.954346,
22585,-1.054688,-6.937866,
22587,0.065918,-6.915894,
22589,0.961304,-6.904907,
22591,-0.532837,-6.904907,
22593,0.455933,-6.888428,
22595,0.862427,-6.877441,
22597,-0.554810,-6.855469,
22599,0.302124,-6.822510,
22601,0.433960,-6.800537,
22603,0.093384,-6.762085,
22605,1.049194,-6.712646,
22607,0.521851,-6.674194,
22609,-0.516357,-6.624756,
22611,0.598755,-6.575317,
22613,0.670166,-6.553345,
22615,-0.395508,-6.553345,
22617,0.631714,-6.553345,
22619,0.098877,-6.569824,
22621,-0.653687,-6.575317,
22623,0.071411,-6.580811,
22625,0.461426,-6.586304,
22627,0.131836,-6.575317,
22629,0.505371,-6.547852,
22631,0.236206,-6.498413,
22633,0.983276,-6.437988,
22635,1.845703,-6.366577,
22637,0.961304,-6.311646,
22639,-0.780029,-6.262207,
22641,0.444946,-6.196289,
22643,1.049194,-6.152344,
22645,-0.049438,-6.113892,
22647,0.725098,-6.064453,
22649,1.038208,-6.009521,
22651,0.307617,-5.993042,
22653,0.038452,-5.976562,
22655,0.631714,-5.954590,
22657,-0.280151,-5.927124,
22659,0.071411,-5.894165,
22661,0.488892,-5.866699,
22663,0.142822,-5.850220,
22665,0.285645,-5.833740,
22667,-0.620728,-5.817261,
22669,-0.357056,-5.800781,
22671,1.895142,-5.756836,
22673,0.939331,-5.718384,
22675,-1.246948,-5.685425,
22677,0.373535,-5.641479,
22679,1.109619,-5.597534,
22681,-0.296631,-5.564575,
22683,-0.296631,-5.531616,
22685,0.911865,-5.504150,
22687,0.098877,-5.493164,
22689,0.966797,-5.476685,
22691,0.192261,-5.460205,
22693,-0.379028,-5.432739,
22695,1.477661,-5.394287,
22697,-0.038452,-5.372314,
22699,-0.999756,-5.339355,
22701,1.285400,-5.306396,
22703,-0.153809,-5.284424,
22705,-0.867920,-5.256958,
22707,0.840454,-5.240479,
22709,0.098877,-5.245972,
22711,-0.335083,-5.229492,
22713,0.966797,-5.223999,
22715,-0.351562,-5.223999,
22717,-0.747070,-5.218506,
22719,-0.027466,-5.202026,
22721,0.521851,-5.196533,
22723,-0.186768,-5.207520,
22725,-0.098877,-5.218506,
22727,0.357056,-5.245972,
22729,-1.939087,-5.284424,
22731,0.285645,-5.295410,
22733,0.285645,-5.322876,
22735,-0.631714,-5.333862,
22737,0.477905,-5.328369,
22739,0.137329,-5.328369,
22741,-0.900879,-5.344849,
22743,0.269165,-5.355835,
22745,0.027466,-5.366821,
22747,-0.247192,-5.377808,
22749,0.093384,-5.388794,
22751,-0.005493,-5.388794,
22753,-0.725098,-5.383301,
22755,-0.780029,-5.350342,
22757,1.076660,-5.317383,
22759,0.664673,-5.295410,
22761,-0.593262,-5.273438,
22763,0.697632,-5.251465,
22765,0.565796,-5.245972,
22767,-0.708618,-5.245972,
22769,-0.395508,-5.251465,
22771,-0.543823,-5.278931,
22773,0.082397,-5.311890,
22775,-0.845947,-5.355835,
22777,-0.609741,-5.394287,
22779,-0.104370,-5.421753,
22781,0.032959,-5.432739,
22783,-0.071411,-5.449219,
22785,0.521851,-5.449219,
22787,0.313110,-5.438232,
22789,0.082397,-5.465698,
22791,1.972046,-5.476685,
22793,-0.148315,-5.471191,
22795,-1.362305,-5.471191,
22797,-0.791016,-5.465698,
22799,-0.587769,-5.460205,
22801,-0.944824,-5.471191,
22803,0.324097,-5.493164,
22805,-0.131836,-5.531616,
22807,-1.148071,-5.553589,
22809,0.093384,-5.570068,
22811,0.098877,-5.592041,
22813,0.170288,-5.592041,
22815,0.428467,-5.592041,
22817,-0.368042,-5.603027,
22819,-0.895386,-5.597534,
22821,0.939331,-5.575562,
22823,1.164551,-5.570068,
22825,-0.708618,-5.575562,
22827,0.021973,-5.575562,
22829,0.401001,-5.570068,
22831,-0.258179,-5.575562,
22833,0.076904,-5.575562,
22835,0.499878,-5.564575,
22837,-0.197754,-5.559082,
22839,0.005493,-5.548096,
22841,0.186768,-5.548096,
22843,-0.505371,-5.553589,
22845,0.302124,-5.564575,
22847,-0.005493,-5.581055,
22849,-0.648193,-5.597534,
22851,0.258179,-5.586548,
22853,-0.318604,-5.592041,
22855,-0.873413,-5.592041,
22857,1.148071,-5.592041,
22859,0.884399,-5.597534,
22861,-1.279907,-5.603027,
22863,-0.197754,-5.586548,
22865,0.917358,-5.570068,
22867,-1.395264,-5.570068,
22869,0.582275,-5.570068,
22871,-0.087891,-5.597534,
22873,-0.851440,-5.619507,
22875,0.939331,-5.625000,
22877,-0.269165,-5.641479,
22879,-0.834961,-5.657959,
22881,0.098877,-5.685425,
22883,-0.527344,-5.729370,
22885,-0.417480,-5.767822,
22887,0.455933,-5.806274,
22889,0.269165,-5.833740,
22891,-0.747070,-5.850220,
22893,-1.164551,-5.888672,
22895,-0.318604,-5.938110,
22897,-0.818481,-5.976562,
22899,-0.532837,-6.004028,
22901,-0.648193,-6.036987,
22903,-0.730591,-6.064453,
22905,0.697632,-6.075439,
22907,0.038452,-6.102905,
22909,-0.747070,-6.135864,
22911,-0.076904,-6.157837,
22913,-0.197754,-6.185303,
22915,-0.631714,-6.223755,
22917,-0.395508,-6.267700,
22919,-0.038452,-6.311646,
22921,-0.576782,-6.355591,
22923,-0.560303,-6.388550,
22925,-0.631714,-6.427002,
22927,-0.873413,-6.454468,
22929,0.362549,-6.481934,
22931,-1.104126,-6.525879,
22933,-1.049194,-6.553345,
22935,0.807495,-6.580811,
22937,0.131836,-6.608276,
22939,-0.609741,-6.624756,
22941,0.576782,-6.652222,
22943,-0.148315,-6.674194,
22945,-1.604004,-6.685181,
22947,1.054688,-6.668701,
22949,1.279907,-6.657715,
22951,-0.966797,-6.657715,
22953,0.807495,-6.635742,
22955,0.571289,-6.630249,
22957,-0.142822,-6.624756,
22959,0.422974,-6.608276,
22961,0.032959,-6.597290,
22963,-0.911865,-6.591797,
22965,0.675659,-6.580811,
22967,0.318604,-6.580811,
22969,-0.780029,-6.597290,
22971,0.236206,-6.602783,
22973,-0.076904,-6.608276,
22975,-0.774536,-6.619263,
22977,-0.411987,-6.635742,
22979,0.137329,-6.646729,
22981,0.681152,-6.641235,
22983,0.637207,-6.646729,
22985,-0.664673,-6.646729,
22987,-0.049438,-6.630249,
22989,1.455688,-6.624756,
22991,-0.395508,-6.657715,
22993,-0.620728,-6.685181,
22995,0.263672,-6.701660,
22997,-1.115112,-6.734619,
22999,-0.895386,-6.756592,
23001,1.477661,-6.756592,
23003,0.368042,-6.767578,
23005,-1.779785,-6.756592,
23007,1.170044,-6.745605,
23009,0.708618,-6.756592,
23011,-1.241455,-6.773071,
23013,-0.225220,-6.789551,
23015,0.159302,-6.817017,
23017,-1.137085,-6.860962,
23019,-1.104126,-6.888428,
23021,0.142822,-6.921387,
23023,0.098877,-6.965332,
23025,-0.922852,-7.003784,
23027,-0.510864,-7.025757,
23029,0.505371,-7.047729,
23031,-0.208740,-7.080688,
23033,-1.274414,-7.108154,
23035,-0.582275,-7.124634,
23037,0.922852,-7.152100,
23039,-0.422974,-7.174072,
23041,-1.406250,-7.185059,
23043,0.417480,-7.201538,
23045,1.186523,-7.223511,
23047,-1.005249,-7.239990,
23049,-0.241699,-7.250977,
23051,0.675659,-7.272949,
23053,-0.032959,-7.294922,
23055,-0.186768,-7.316895,
23057,-0.433960,-7.344360,
23059,-0.291138,-7.360840,
23061,0.763550,-7.377319,
23063,-0.313110,-7.377319,
23065,-1.010742,-7.366333,
23067,1.213989,-7.349854,
23069,1.142578,-7.333374,
23071,-0.532837,-7.316895,
23073,0.285645,-7.289429,
23075,1.148071,-7.256470,
23077,-0.060425,-7.256470,
23079,0.291138,-7.239990,
23081,0.994263,-7.239990,
23083,-0.488892,-7.239990,
23085,-0.065918,-7.229004,
23087,0.433960,-7.190552,
23089,0.181274,-7.119141,
23091,0.648193,-7.042236,
23093,2.219238,-6.948853,
23095,-0.043945,-6.877441,
23097,0.175781,-6.789551,
23099,0.444946,-6.723633,
23101,-0.043945,-6.674194,
23103,0.862427,-6.641235,
23105,0.060425,-6.619263,
23107,-0.554810,-6.591797,
23109,1.197510,-6.536865,
23111,0.747070,-6.481934,
23113,0.186768,-6.399536,
23115,1.411743,-6.306152,
23117,1.587524,-6.240234,
23119,0.862427,-6.174316,
23121,1.115112,-6.124878,
23123,0.153809,-6.075439,
23125,-0.598755,-6.031494,
23127,0.543823,-5.982056,
23129,1.120605,-5.943604,
23131,0.010986,-5.916138,
23133,0.362549,-5.883179,
23135,-0.335083,-5.861206,
23137,-0.955811,-5.855713,
23139,0.598755,-5.833740,
23141,0.038452,-5.822754,
23143,-0.280151,-5.833740,
23145,0.516357,-5.833740,
23147,0.010986,-5.822754,
23149,-0.675659,-5.811768,
23151,0.917358,-5.800781,
23153,0.422974,-5.806274,
23155,-0.296631,-5.800781,
23157,0.021973,-5.795288,
23159,0.175781,-5.789795,
23161,0.175781,-5.789795,
23163,0.285645,-5.767822,
23165,-0.532837,-5.740356,
23167,-0.236206,-5.707397,
23169,1.148071,-5.679932,
23171,0.516357,-5.657959,
23173,-0.368042,-5.641479,
23175,-0.214233,-5.630493,
23177,0.126343,-5.630493,
23179,0.307617,-5.646973,
23181,0.038452,-5.663452,
23183,-0.104370,-5.685425,
23185,-0.582275,-5.707397,
23187,0.010986,-5.729370,
23189,-0.247192,-5.756836,
23191,-0.466919,-5.795288,
23193,-0.241699,-5.833740,
23195,0.038452,-5.866699,
23197,-0.609741,-5.894165,
23199,-0.521851,-5.932617,
23201,-0.488892,-5.971069,
23203,-0.560303,-6.009521,
23205,0.774536,-6.036987,
23207,-0.477905,-6.069946,
23209,-0.802002,-6.091919,
23211,1.032715,-6.097412,
23213,-0.840454,-6.124878,
23215,-0.763550,-6.146851,
23217,1.246948,-6.146851,
23219,0.170288,-6.135864,
23221,-0.719604,-6.130371,
23223,0.516357,-6.113892,
23225,0.170288,-6.086426,
23227,-0.433960,-6.086426,
23229,0.082397,-6.080933,
23231,-0.324097,-6.080933,
23233,-0.043945,-6.091919,
23235,-0.016479,-6.141357,
23237,-1.016235,-6.207275,
23239,-0.922852,-6.278687,
23241,-0.692139,-6.295166,
23243,0.422974,-6.317139,
23245,0.104370,-6.328125,
23247,0.466919,-6.322632,
23249,0.950317,-6.300659,
23251,0.038452,-6.295166,
23253,0.324097,-6.284180,
23255,-0.241699,-6.267700,
23257,-0.939331,-6.278687,
23259,0.120850,-6.284180,
23261,-0.104370,-6.311646,
23263,-1.203003,-6.344604,
23265,-1.120605,-6.416016,
23267,-1.203003,-6.487427,
23269,-0.104370,-6.564331,
23271,-0.483398,-6.663208,
23273,-0.780029,-6.756592,
23275,-1.159058,-6.817017,
23277,-0.977783,-6.888428,
23279,0.137329,-6.965332,
23281,-1.038208,-7.069702,
23283,-1.411743,-7.174072,
23285,-1.708374,-7.300415,
23287,0.065918,-7.426758,
23289,-0.505371,-7.553101,
23291,-0.346069,-7.646484,
23293,-0.598755,-7.723389,
23295,-0.889893,-7.800293,
23297,-1.076660,-7.833252,
23299,-0.346069,-7.877197,
23301,-0.554810,-7.937622,
23303,-0.516357,-8.014526,
23305,-0.802002,-8.096924,
23307,-1.505127,-8.201294,
23309,-1.823730,-8.311157,
23311,-0.873413,-8.399048,
23313,-0.758057,-8.475952,
23315,-0.972290,-8.558350,
23317,-0.983276,-8.624268,
23319,0.719604,-8.684692,
23321,-0.873413,-8.734131,
23323,-1.071167,-8.772583,
23325,-0.252686,-8.767090,
23327,0.027466,-8.756104,
23329,0.862427,-8.728638,
23331,0.840454,-8.690186,
23333,0.406494,-8.662720,
23335,0.098877,-8.640747,
23337,1.664429,-8.591309,
23339,-0.049438,-8.569336,
23341,-0.763550,-8.558350,
23343,0.730591,-8.530884,
23345,-0.291138,-8.492432,
23347,-0.681152,-8.464966,
23349,0.318604,-8.442993,
23351,0.252686,-8.437500,
23353,-0.510864,-8.475952,
23355,-1.312866,-8.558350,
23357,-1.054688,-8.668213,
23359,-0.631714,-8.761597,
23361,-0.285645,-8.860474,
23363,0.186768,-8.948364,
23365,-1.175537,-9.025269,
23367,-0.730591,-9.096680,
23369,0.115356,-9.146118,
23371,-0.681152,-9.151611,
23373,-0.049438,-9.168091,
23375,-0.763550,-9.179077,
23377,-1.510620,-9.206543,
23379,-1.499634,-9.244995,
23381,0.637207,-9.283447,
23383,-0.120850,-9.327393,
23385,-0.186768,-9.354858,
23387,-0.153809,-9.393311,
23389,-0.884399,-9.437256,
23391,-1.126099,-9.481201,
23393,-0.488892,-9.530640,
23395,1.148071,-9.585571,
23397,-0.472412,-9.667969,
23399,-2.312622,-9.744873,
23401,-1.224976,-9.816284,
23403,-0.197754,-9.893188,
23405,-0.730591,-9.981079,
23407,-0.005493,-10.041504,
23409,-1.499634,-10.063477,
23411,-0.247192,-10.074463,
23413,0.142822,-10.079956,
23415,-0.340576,-10.090942,
23417,0.889893,-10.096436,
23419,-0.450439,-10.123901,
23421,-1.994019,-10.173340,
23423,0.571289,-10.200806,
23425,-0.236206,-10.228271,
23427,-0.807495,-10.255737,
23429,0.900879,-10.255737,
23431,0.587769,-10.250244,
23433,-0.543823,-10.250244,
23435,-0.483398,-10.244751,
23437,0.203247,-10.261230,
23439,0.269165,-10.283203,
23441,-0.576782,-10.310669,
23443,-0.516357,-10.327148,
23445,-0.736084,-10.321655,
23447,-0.043945,-10.321655,
23449,0.406494,-10.299683,
23451,0.752563,-10.261230,
23453,1.027222,-10.222778,
23455,-0.313110,-10.178833,
23457,0.104370,-10.140381,
23459,0.170288,-10.123901,
23461,-0.450439,-10.107422,
23463,0.214233,-10.107422,
23465,-0.642700,-10.112915,
23467,1.010742,-10.123901,
23469,-0.159302,-10.140381,
23471,0.153809,-10.167847,
23473,-0.642700,-10.200806,
23475,-0.406494,-10.222778,
23477,0.324097,-10.250244,
23479,-0.181274,-10.272217,
23481,-0.032959,-10.299683,
23483,-0.362549,-10.349121,
23485,-0.010986,-10.393066,
23487,0.236206,-10.464478,
23489,-1.213989,-10.530396,
23491,0.241699,-10.590820,
23493,-0.587769,-10.656738,
23495,-1.054688,-10.706177,
23497,0.422974,-10.744629,
23499,0.203247,-10.777588,
23501,-0.681152,-10.816040,
23503,-0.571289,-10.821533,
23505,0.917358,-10.838013,
23507,-0.472412,-10.854492,
23509,-0.368042,-10.870972,
23511,-0.670166,-10.881958,
23513,0.741577,-10.876465,
23515,0.791016,-10.876465,
23517,-0.895386,-10.854492,
23519,-0.247192,-10.816040,
23521,0.411987,-10.766602,
23523,1.472168,-10.711670,
23525,1.071167,-10.656738,
23527,0.186768,-10.596313,
23529,-0.373535,-10.541382,
23531,0.488892,-10.491943,
23533,1.950073,-10.453491,
23535,1.450195,-10.437012,
23537,-0.093384,-10.415039,
23539,-2.037964,-10.376587,
23541,-1.279907,-10.349121,
23543,1.614990,-10.321655,
23545,1.246948,-10.316162,
23547,1.472168,-10.332642,
23549,0.725098,-10.354614,
23551,-0.313110,-10.387573,
23553,-0.582275,-10.409546,
23555,-1.274414,-10.437012,
23557,-1.406250,-10.469971,
23559,-1.818237,-10.497437,
23561,-1.779785,-10.530396,
23563,-1.082153,-10.563354,
23565,-0.983276,-10.601807,
23567,-0.444946,-10.634766,
23569,0.593262,-10.667725,
23571,0.884399,-10.711670,
23573,0.571289,-10.755615,
23575,0.455933,-10.805054,
23577,0.725098,-10.859985,
23579,-0.175781,-10.903931,
23581,-0.955811,-10.953369,
23583,-0.571289,-10.980835,
23585,-0.422974,-11.013794,
23587,-0.538330,-11.030273,
23589,0.098877,-11.052246,
23591,-0.730591,-11.068726,
23593,0.186768,-11.063232,
23595,0.955811,-11.063232,
23597,0.472412,-11.068726,
23599,0.131836,-11.063232,
23601,-0.829468,-11.085205,
23603,-0.532837,-11.107178,
23605,-0.395508,-11.140137,
23607,-0.395508,-11.184082,
23609,-0.082397,-11.222534,
23611,-0.076904,-11.260986,
23613,-0.631714,-11.293945,
23615,-0.505371,-11.321411,
23617,-0.175781,-11.354370,
23619,-0.302124,-11.392822,
23621,-0.357056,-11.436768,
23623,-0.466919,-11.491699,
23625,-0.692139,-11.541138,
23627,-0.186768,-11.590576,
23629,-1.142578,-11.645508,
23631,-0.252686,-11.705933,
23633,-1.021729,-11.755371,
23635,-0.197754,-11.788330,
23637,-0.115356,-11.815796,
23639,0.285645,-11.854248,
23641,0.422974,-11.881714,
23643,-0.296631,-11.909180,
23645,-0.565796,-11.936646,
23647,-0.736084,-11.964111,
23649,-0.010986,-11.997070,
23651,-0.780029,-12.030029,
23653,-0.796509,-12.068481,
23655,-0.148315,-12.106934,
23657,-0.681152,-12.139893,
23659,-0.840454,-12.167358,
23661,-0.098877,-12.178345,
23663,0.236206,-12.189331,
23665,-0.071411,-12.183838,
23667,0.159302,-12.178345,
23669,0.620728,-12.172852,
23671,0.521851,-12.167358,
23673,-0.796509,-12.172852,
23675,0.010986,-12.178345,
23677,0.346069,-12.189331,
23679,-0.637207,-12.211304,
23681,-0.148315,-12.227783,
23683,-0.648193,-12.244263,
23685,0.357056,-12.249756,
23687,-0.093384,-12.249756,
23689,0.582275,-12.233276,
23691,-0.197754,-12.227783,
23693,-0.450439,-12.216797,
23695,0.972290,-12.205811,
23697,0.181274,-12.222290,
23699,-0.703125,-12.233276,
23701,-0.851440,-12.255249,
23703,0.087891,-12.271729,
23705,0.087891,-12.293701,
23707,0.230713,-12.310181,
23709,0.521851,-12.315674,
23711,-0.126343,-12.315674,
23713,-0.087891,-12.315674,
23715,-0.280151,-12.315674,
23717,-0.554810,-12.332153,
23719,-1.488647,-12.348633,
23721,-1.378784,-12.348633,
23723,0.038452,-12.365112,
23725,-0.263672,-12.381592,
23727,-0.428467,-12.398071,
23729,-0.230713,-12.420044,
23731,-0.010986,-12.436523,
23733,0.000000,-12.442017,
23735,-0.181274,-12.442017,
23737,-0.477905,-12.442017,
23739,-0.626221,-12.425537,
23741,0.027466,-12.425537,
23743,-1.060181,-12.436523,
23745,-0.010986,-12.453003,
23747,1.235962,-12.469482,
23749,-1.450195,-12.480469,
23751,-0.780029,-12.480469,
23753,0.675659,-12.480469,
23755,-0.142822,-12.469482,
23757,0.362549,-12.458496,
23759,0.049438,-12.447510,
23761,0.076904,-12.447510,
23763,0.428467,-12.442017,
23765,0.543823,-12.442017,
23767,-0.137329,-12.453003,
23769,-0.516357,-12.463989,
23771,-0.593262,-12.480469,
23773,-0.120850,-12.502441,
23775,-0.368042,-12.529907,
23777,-0.472412,-12.557373,
23779,-0.065918,-12.590332,
23781,-0.148315,-12.617798,
23783,-0.362549,-12.656250,
23785,-0.148315,-12.683716,
23787,-0.126343,-12.700195,
23789,-0.148315,-12.716675,
23791,0.560303,-12.722168,
23793,0.307617,-12.727661,
23795,-0.181274,-12.738647,
23797,0.021973,-12.760620,
23799,-0.922852,-12.793579,
23801,-0.554810,-12.848511,
23803,0.258179,-12.875977,
23805,1.010742,-12.919922,
23807,-0.115356,-12.985840,
23809,-0.313110,-13.018799,
23811,-0.510864,-13.040771,
23813,-0.247192,-13.046265,
23815,0.444946,-13.024292,
23817,0.527344,-12.996826,
23819,-1.400757,-12.991333,
